index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
1617,1,No,Clubs,Auditory,9KILQ1,Female,Yes,52.0,3.0,26.0,15.0,16.0,91.0,23:00,7:00,walk,red
1618,1,No,Clubs,Visual,VR2JNT,Female,No,53.0,8.0,22.0,16.0,6.0,92.0,21:30,5:30,public transport,blue
1619,2,No,Arts,Auditory,QW10S2,Female,No,62.0,20.0,2.0,15.0,9.0,98.0,23:00,7:00,walk,blue
1620,0,No,Arts,Auditory,FDMLWX,Male,Yes,93.0,17.0,4.0,15.0,5.0,95.0,22:30,6:30,private transport,blue
1621,1,No,None,Auditory,781SQD,Male,Y,63.0,19.0,3.0,15.0,12.0,95.0,22:00,6:00,private transport,red
1622,0,No,Sports,Auditory,3RRAB8,Female,Yes,88.0,20.0,2.0,16.0,8.0,95.0,22:00,6:00,private transport,green
1623,1,No,Clubs,Auditory,3ODP4A,Female,No,51.0,26.0,4.0,16.0,17.0,100.0,21:30,5:30,public transport,blue
1624,0,Yes,None,Visual,WH70WC,Female,Yes,85.0,15.0,1.0,15.0,8.0,100.0,22:30,6:30,private transport,white
1625,1,No,Arts,Auditory,2TUYBL,Male,No,53.0,19.0,8.0,15.0,11.0,96.0,23:00,7:00,walk,green
1626,1,No,Clubs,Auditory,AU698R,Female,Yes,58.0,18.0,13.0,15.0,17.0,94.0,21:00,5:00,public transport,blue
1627,1,No,None,Visual,PS0LYQ,Male,Yes,79.0,18.0,7.0,15.0,7.0,95.0,23:00,7:00,walk,green
1628,1,Yes,None,Auditory,D6X6JF,Male,Yes,87.0,16.0,1.0,15.0,7.0,95.0,21:30,5:30,public transport,blue
1629,2,No,Sports,Visual,JUREBN,Female,Yes,71.0,1.0,18.0,6.0,18.0,,21:30,5:30,public transport,green
1630,0,Yes,None,Visual,KNWL5Z,Female,Yes,,5.0,15.0,15.0,9.0,90.0,21:30,5:30,public transport,yellow
1631,1,No,Arts,Auditory,E2TTS4,Female,Yes,55.0,28.0,2.0,16.0,18.0,91.0,21:00,5:00,public transport,red
1632,1,No,Clubs,Auditory,GM1603,Male,No,63.0,18.0,10.0,16.0,16.0,91.0,21:30,5:30,public transport,white
1633,1,No,Arts,Auditory,9K5075,Female,No,54.0,23.0,2.0,15.0,8.0,97.0,22:00,6:00,private transport,green
1634,1,No,Sports,Auditory,O3DI3Q,Female,No,51.0,1.0,29.0,15.0,8.0,92.0,21:00,5:00,public transport,red
1635,2,No,Sports,Auditory,G59R06,Male,Yes,74.0,12.0,9.0,16.0,17.0,94.0,21:00,5:00,public transport,red
1636,0,No,None,Auditory,JZCX75,Male,Yes,73.0,13.0,10.0,16.0,13.0,95.0,21:30,5:30,public transport,yellow
1637,1,No,Clubs,Visual,WP1XYE,Female,No,60.0,3.0,23.0,16.0,16.0,95.0,23:00,7:00,walk,white
1638,0,No,Sports,Auditory,YB7U7S,Male,No,65.0,21.0,0.0,16.0,13.0,,22:30,5:30,public transport,green
1639,0,No,Clubs,Auditory,QPMT9I,Male,No,66.0,12.0,15.0,15.0,11.0,98.0,22:30,6:30,private transport,blue
1640,0,No,Sports,Auditory,DI5PCZ,Male,Yes,59.0,14.0,13.0,15.0,12.0,97.0,23:00,7:00,walk,green
1641,1,No,SPORTS,Auditory,B0VR97,Female,No,55.0,14.0,17.0,15.0,9.0,91.0,21:30,5:30,public transport,green
1642,0,No,Clubs,Auditory,XKUXXK,Female,No,66.0,7.0,13.0,15.0,7.0,95.0,21:00,5:00,public transport,black
1643,2,No,None,Visual,4865LO,Female,Yes,74.0,10.0,9.0,16.0,6.0,93.0,21:00,5:00,public transport,yellow
1644,2,No,None,Visual,FLJ8LW,Male,Yes,80.0,10.0,7.0,15.0,7.0,95.0,21:00,5:00,public transport,green
1645,0,Yes,Sports,Auditory,8CEQ6E,Female,No,82.0,20.0,1.0,15.0,8.0,99.0,22:00,6:00,private transport,blue
1646,1,No,Sports,Visual,FH10YA,Female,Yes,70.0,12.0,12.0,16.0,19.0,95.0,22:30,6:30,private transport,green
1647,0,No,Arts,Auditory,KBEKH4,Female,Yes,68.0,18.0,4.0,16.0,20.0,100.0,21:30,5:30,public transport,black
1648,2,No,Sports,Visual,SSOFW9,Male,No,69.0,22.0,0.0,15.0,7.0,96.0,22:30,6:30,private transport,red
1649,1,No,Clubs,Visual,IP2LG5,Male,Yes,74.0,18.0,4.0,16.0,13.0,97.0,22:30,6:30,private transport,red
1650,0,Yes,CLUBS,Visual,DC5MAR,Male,No,74.0,11.0,4.0,16.0,9.0,97.0,21:00,5:00,public transport,white
1651,1,No,None,Auditory,YUE8J4,Female,No,68.0,11.0,17.0,16.0,8.0,94.0,23:00,7:00,walk,white
1652,0,No,Clubs,Auditory,H1ZR0I,Female,Y,,21.0,0.0,15.0,11.0,95.0,21:00,5:00,public transport,white
1653,1,Yes,Clubs,Visual,IMAR2S,Female,No,49.0,6.0,24.0,16.0,4.0,98.0,22:00,6:00,private transport,red
1654,2,No,Clubs,Auditory,XMN7Z1,Female,Yes,63.0,5.0,14.0,15.0,6.0,94.0,21:30,5:30,public transport,red
1655,1,Yes,Sports,Auditory,KC8YO4,Female,Yes,,14.0,8.0,16.0,8.0,96.0,21:00,5:00,public transport,black
1656,0,Yes,Sports,Auditory,WNU07B,Female,Yes,80.0,9.0,6.0,15.0,5.0,93.0,23:00,7:00,walk,blue
1657,2,No,Arts,Visual,F21N2X,Male,Yes,78.0,15.0,2.0,16.0,5.0,92.0,21:00,5:00,public transport,yellow
1658,1,No,Clubs,Auditory,JMMYZ4,Female,No,57.0,26.0,5.0,16.0,13.0,97.0,22:00,6:00,private transport,white
1659,0,No,Arts,Auditory,WB01Q7,Male,N,62.0,15.0,12.0,16.0,8.0,99.0,23:00,7:00,walk,red
1660,1,No,Clubs,Auditory,S6PV5T,Female,Yes,55.0,21.0,8.0,16.0,13.0,93.0,21:30,5:30,public transport,red
1661,1,Yes,Arts,Auditory,7INCDH,Female,Yes,81.0,16.0,1.0,16.0,6.0,99.0,21:00,5:00,public transport,black
1662,0,No,Clubs,Auditory,FRSS0N,Male,No,68.0,19.0,1.0,16.0,5.0,,23:00,7:00,walk,white
1663,0,No,NONE,Visual,XT1L7Z,Male,Yes,73.0,16.0,12.0,15.0,14.0,95.0,22:30,6:30,private transport,yellow
1664,2,No,Sports,Auditory,CLC7JT,Male,Yes,,15.0,6.0,15.0,9.0,98.0,22:30,6:30,private transport,red
1665,0,No,None,Auditory,L6G1AZ,Male,Yes,91.0,16.0,9.0,16.0,6.0,,22:30,6:30,private transport,yellow
1666,1,No,Arts,Visual,W50T0H,Male,No,57.0,11.0,15.0,15.0,19.0,,21:00,5:00,public transport,green
1667,0,Yes,Sports,Auditory,NV4MXW,Female,No,73.0,3.0,17.0,15.0,19.0,95.0,22:30,6:30,private transport,red
1668,2,Yes,Sports,Visual,YZ6VD2,Male,No,71.0,10.0,5.0,16.0,17.0,96.0,21:00,5:00,public transport,yellow
1669,0,No,Sports,Visual,P044IZ,Female,Yes,88.0,4.0,14.0,16.0,8.0,92.0,22:00,6:00,private transport,white
1670,1,Yes,None,Visual,9S1AAR,Male,Yes,100.0,16.0,1.0,16.0,10.0,91.0,22:00,6:00,private transport,black
1671,1,No,Clubs,Auditory,DCQVP8,Male,Yes,51.0,23.0,6.0,16.0,7.0,99.0,23:00,7:00,walk,yellow
1672,1,No,Clubs,Auditory,Y91S1B,Female,No,53.0,8.0,17.0,16.0,15.0,91.0,23:00,7:00,walk,white
1673,2,No,Clubs,Auditory,THDARP,Male,Yes,67.0,15.0,6.0,15.0,11.0,98.0,22:00,6:00,private transport,blue
1674,1,Yes,Arts,Auditory,6D28W3,Female,Yes,68.0,17.0,4.0,15.0,20.0,94.0,22:30,6:30,private transport,red
1675,2,No,Clubs,Auditory,FNLYDJ,Female,Yes,79.0,4.0,17.0,16.0,7.0,94.0,23:00,7:00,walk,green
1676,0,No,Arts,Visual,JZCCDU,Male,No,72.0,24.0,4.0,15.0,18.0,93.0,23:00,6:00,private transport,white
1677,0,No,Sports,Auditory,M175MA,Female,No,76.0,0.0,27.0,16.0,10.0,91.0,23:00,7:00,walk,green
1678,1,Yes,ARTS,Visual,6UMKPE,Male,Yes,87.0,16.0,5.0,16.0,6.0,97.0,22:00,6:00,private transport,green
1679,2,No,Sports,Visual,SQ592C,Male,Yes,69.0,22.0,1.0,16.0,14.0,95.0,22:00,6:00,private transport,black
1680,2,No,Sports,Auditory,RBU0T0,Male,Yes,55.0,20.0,2.0,16.0,7.0,97.0,21:30,5:30,public transport,white
1681,0,Yes,None,Visual,DH2WNJ,Male,Yes,83.0,16.0,2.0,15.0,7.0,91.0,21:30,5:30,public transport,black
1682,0,No,Arts,Visual,QSLQ64,Male,Yes,66.0,11.0,9.0,16.0,13.0,96.0,21:00,5:00,public transport,yellow
1683,2,No,Clubs,Auditory,AWCHQN,Male,Yes,55.0,15.0,7.0,15.0,9.0,98.0,22:30,6:30,private transport,red
1684,2,No,Clubs,Auditory,H8X0UG,Female,Yes,45.0,5.0,19.0,15.0,7.0,68.0,23:00,5:00,public transport,yellow
1685,1,No,Sports,Auditory,BE6PJT,Female,Yes,59.0,15.0,7.0,16.0,20.0,94.0,21:30,5:30,public transport,red
1686,2,No,None,Visual,ZLS5IX,Female,Yes,74.0,2.0,21.0,16.0,15.0,91.0,22:30,6:30,private transport,black
1687,1,No,Sports,Visual,BMAXVY,Male,Yes,72.0,24.0,0.0,16.0,5.0,95.0,22:00,6:00,private transport,red
1688,0,No,None,Visual,P0E5MC,Female,No,94.0,21.0,2.0,16.0,8.0,99.0,22:30,6:30,private transport,yellow
1689,2,No,Clubs,Visual,3GQ2IH,Male,No,55.0,13.0,9.0,16.0,10.0,93.0,22:00,6:00,private transport,blue
1690,1,No,Clubs,Visual,S4PN55,Female,Yes,58.0,23.0,5.0,16.0,18.0,97.0,21:30,5:30,public transport,green
1691,1,Yes,CLUBS,Auditory,AX5HLK,Female,Yes,48.0,17.0,7.0,16.0,11.0,98.0,22:30,6:30,private transport,yellow
1692,0,No,Clubs,Auditory,LLI4A0,Female,Yes,54.0,13.0,8.0,15.0,18.0,98.0,21:00,5:00,public transport,blue
1693,2,No,Arts,Auditory,0Y0F5C,Female,Yes,53.0,10.0,12.0,16.0,8.0,90.0,21:00,5:00,public transport,white
1694,0,No,None,Auditory,TNBB78,Female,Yes,,23.0,2.0,15.0,7.0,92.0,21:30,5:30,public transport,green
1695,1,No,Clubs,Auditory,M0PIUW,Female,Yes,61.0,12.0,12.0,16.0,10.0,99.0,22:00,6:00,private transport,blue
1696,2,No,Clubs,Visual,94OCBQ,Female,No,84.0,10.0,7.0,15.0,8.0,98.0,23:00,7:00,walk,yellow
1697,1,Yes,None,Auditory,NJGVUQ,Male,Yes,70.0,17.0,2.0,15.0,12.0,93.0,23:00,7:00,walk,black
1698,1,No,Sports,Auditory,OZPBJI,Female,No,47.0,18.0,7.0,16.0,6.0,69.0,0:00,7:00,walk,yellow
1699,2,No,Clubs,Visual,SLM6ZB,Female,No,71.0,3.0,20.0,16.0,9.0,91.0,22:30,6:30,private transport,red
1700,1,No,Sports,Visual,T159PG,Male,No,54.0,22.0,8.0,5.0,11.0,,22:00,6:00,private transport,black
1701,1,No,Clubs,Visual,WAII9U,Male,No,51.0,25.0,4.0,15.0,16.0,,21:00,5:00,public transport,yellow
1702,1,No,None,Auditory,3E1QEY,Male,No,65.0,10.0,18.0,15.0,15.0,91.0,22:00,5:00,public transport,red
1703,1,No,Clubs,Visual,3K4OEN,Male,No,53.0,16.0,14.0,16.0,14.0,93.0,22:30,6:30,private transport,yellow
1704,0,No,Arts,Auditory,VHXNKV,Female,Yes,97.0,11.0,14.0,15.0,9.0,93.0,22:30,6:30,private transport,white
1705,1,No,Clubs,Visual,F05A0H,Male,Yes,80.0,15.0,10.0,15.0,7.0,92.0,22:00,6:00,private transport,blue
1706,1,Yes,None,Auditory,PLA2BI,Female,Yes,83.0,8.0,9.0,16.0,9.0,93.0,21:30,5:30,public transport,red
1707,2,Yes,None,Visual,JW0UGL,Male,Yes,77.0,11.0,3.0,16.0,7.0,91.0,21:00,5:00,public transport,blue
1708,1,Yes,None,Visual,UU8CTY,Female,No,83.0,14.0,3.0,16.0,7.0,98.0,22:30,6:30,private transport,white
1709,0,Yes,None,Auditory,CJHAAQ,Male,No,83.0,16.0,5.0,16.0,8.0,93.0,23:00,7:00,walk,black
1710,0,No,None,Auditory,EI7EQ6,Male,No,,13.0,9.0,16.0,5.0,97.0,22:00,6:00,private transport,red
1711,1,No,Sports,Visual,3XDH0N,Male,No,45.0,13.0,17.0,16.0,2.0,52.0,2:30,6:30,private transport,blue
1712,0,No,Arts,Visual,TVWC9T,Male,No,63.0,20.0,7.0,16.0,18.0,,22:30,6:30,private transport,white
1713,1,No,Sports,Visual,3XLY43,Male,No,47.0,20.0,10.0,16.0,11.0,62.0,0:00,6:00,private transport,red
1714,1,Yes,None,Visual,3FMLCM,Female,Y,84.0,16.0,1.0,15.0,8.0,98.0,21:30,5:30,public transport,black
1715,2,No,Sports,Auditory,S1RZ1O,Male,Yes,68.0,19.0,4.0,15.0,12.0,98.0,21:30,5:30,public transport,green
1716,0,No,Arts,Auditory,Y47I21,Female,No,69.0,10.0,10.0,15.0,20.0,100.0,22:00,6:00,private transport,yellow
1717,0,No,Clubs,Auditory,OQSWGK,Male,Yes,74.0,18.0,5.0,15.0,11.0,93.0,22:30,6:30,private transport,yellow
1718,0,No,None,Auditory,Q1DOTI,Female,No,94.0,6.0,15.0,15.0,10.0,98.0,23:00,7:00,walk,yellow
1719,2,No,Clubs,Auditory,4CKSBY,Male,Yes,68.0,12.0,7.0,16.0,6.0,92.0,23:00,7:00,walk,black
1720,1,No,Arts,Visual,6043IQ,Female,No,59.0,13.0,17.0,16.0,19.0,92.0,21:30,5:30,public transport,white
1721,0,No,Clubs,Visual,8KR3MD,Female,No,74.0,23.0,4.0,15.0,16.0,91.0,21:00,5:00,public transport,yellow
1722,0,No,Arts,Auditory,ERFAAI,Female,N,64.0,22.0,5.0,16.0,12.0,95.0,21:30,5:30,public transport,yellow
1723,0,No,None,Visual,SL6GN0,Female,No,93.0,14.0,9.0,16.0,6.0,90.0,22:00,6:00,private transport,green
1724,0,No,Arts,Auditory,C8FB7D,Female,Yes,79.0,9.0,12.0,16.0,6.0,95.0,22:00,6:00,private transport,black
1725,0,No,Clubs,Auditory,YOQO1H,Male,No,77.0,20.0,2.0,15.0,6.0,94.0,23:00,7:00,walk,yellow
1726,1,Yes,None,Visual,AODET2,Male,Yes,100.0,15.0,2.0,16.0,6.0,92.0,23:00,7:00,walk,red
1727,1,Yes,Sports,Auditory,0JS0K8,Female,Yes,78.0,9.0,12.0,16.0,6.0,98.0,21:00,5:00,public transport,white
1728,1,No,None,Auditory,D115YF,Male,Yes,63.0,17.0,11.0,15.0,17.0,99.0,21:00,5:00,public transport,white
1729,2,No,Sports,Auditory,O8QXHI,Female,No,62.0,7.0,15.0,16.0,19.0,97.0,21:30,5:30,public transport,white
1730,0,No,Arts,Auditory,46OWKN,Female,Yes,72.0,13.0,9.0,15.0,16.0,97.0,22:30,6:30,private transport,blue
1731,1,No,Arts,Auditory,DOR87P,Female,Yes,64.0,18.0,10.0,16.0,18.0,94.0,23:00,7:00,walk,blue
1732,2,Yes,NONE,Auditory,FS3BL5,Female,No,60.0,0.0,16.0,15.0,11.0,95.0,22:30,6:30,private transport,black
1733,2,Yes,None,Auditory,W9CEDA,Male,Yes,40.0,18.0,5.0,16.0,9.0,94.0,22:30,6:30,private transport,yellow
1734,0,No,Arts,Auditory,QPLJOY,Male,No,64.0,19.0,2.0,16.0,8.0,90.0,22:00,6:00,private transport,red
1735,1,No,Sports,Auditory,S0KED7,Female,Yes,56.0,28.0,0.0,16.0,17.0,91.0,22:00,6:00,private transport,blue
1736,1,No,Sports,Auditory,AIWLHJ,Female,Yes,71.0,22.0,0.0,16.0,10.0,98.0,21:00,5:00,public transport,black
1737,1,No,Arts,Visual,VWBQQX,Female,No,50.0,18.0,12.0,15.0,14.0,53.0,0:00,5:00,public transport,blue
1738,0,Yes,Sports,Visual,XP4PJ8,Female,No,69.0,0.0,16.0,16.0,12.0,96.0,22:00,6:00,private transport,green
1739,0,No,None,Visual,KO2WCX,Male,Yes,89.0,12.0,11.0,16.0,9.0,92.0,22:30,6:30,private transport,black
1740,1,No,Clubs,Auditory,2WLZGQ,Male,Yes,50.0,27.0,3.0,16.0,9.0,57.0,2:00,7:00,walk,black
1741,1,No,Clubs,Visual,XGCNV2,Male,No,46.0,30.0,0.0,16.0,13.0,85.0,21:30,5:30,public transport,green
1742,1,Yes,None,Visual,XCLX51,Male,Yes,100.0,16.0,1.0,15.0,6.0,94.0,22:30,6:30,private transport,black
1743,1,No,Clubs,Visual,NRW64K,Male,No,53.0,19.0,12.0,16.0,6.0,95.0,21:00,5:00,public transport,green
1744,0,No,Clubs,Auditory,X0GLSG,Male,Yes,67.0,20.0,1.0,16.0,15.0,92.0,21:00,5:00,public transport,blue
1745,0,No,None,Auditory,YTTE56,Male,No,65.0,15.0,12.0,5.0,13.0,94.0,22:30,6:30,private transport,yellow
1746,1,No,Clubs,Auditory,QDK4YW,Female,Yes,70.0,8.0,20.0,15.0,6.0,94.0,22:00,6:00,private transport,yellow
1747,1,No,Sports,Visual,XDEB7P,Female,Yes,54.0,2.0,28.0,15.0,16.0,97.0,21:00,5:00,public transport,black
1748,1,Yes,Sports,Visual,OV22RV,Male,Yes,87.0,14.0,7.0,16.0,6.0,96.0,22:00,6:00,private transport,black
1749,1,Yes,Arts,Auditory,DSNXL1,Female,No,48.0,29.0,1.0,15.0,7.0,91.0,0:00,7:00,walk,blue
1750,2,No,None,Auditory,DWVSJ2,Male,Yes,60.0,11.0,11.0,16.0,19.0,93.0,23:00,7:00,walk,yellow
1751,2,Yes,Arts,Visual,PBBRMX,Female,No,,1.0,19.0,15.0,13.0,94.0,21:00,5:00,public transport,red
1752,2,No,SPORTS,Visual,0WVJ4B,Male,No,75.0,10.0,13.0,16.0,5.0,97.0,22:30,6:30,private transport,green
1753,2,No,Clubs,Auditory,6LJXR6,Female,No,56.0,16.0,6.0,15.0,7.0,92.0,22:00,6:00,private transport,green
1754,1,No,Sports,Auditory,USW89X,Male,No,40.0,22.0,2.0,16.0,6.0,44.0,1:30,5:30,public transport,green
1755,1,No,Sports,Auditory,LL73I2,Female,No,61.0,9.0,18.0,15.0,6.0,95.0,21:00,5:00,public transport,blue
1756,1,No,Sports,Visual,HM6S0A,Female,Yes,57.0,19.0,7.0,16.0,7.0,,22:00,6:00,private transport,green
1757,1,No,None,Visual,ITP8B9,Male,No,53.0,14.0,16.0,16.0,14.0,98.0,21:30,5:30,public transport,white
1758,1,No,None,Auditory,G0Y0OA,Male,Yes,65.0,12.0,16.0,15.0,17.0,99.0,23:00,7:00,walk,red
1759,2,No,Clubs,Auditory,OHUR95,Female,No,72.0,15.0,4.0,16.0,8.0,96.0,21:30,5:30,public transport,white
1760,0,No,Arts,Visual,IUYBQX,Male,Yes,67.0,17.0,3.0,15.0,20.0,99.0,22:00,6:00,private transport,black
1761,1,Yes,Sports,Visual,LM6C8D,Female,Yes,72.0,7.0,12.0,15.0,14.0,99.0,21:00,5:00,public transport,black
1762,2,Yes,None,Visual,QOCEYM,Female,No,84.0,6.0,12.0,6.0,8.0,94.0,22:00,6:00,private transport,yellow
1763,0,No,Arts,Auditory,I9SPHR,Female,No,70.0,17.0,10.0,16.0,12.0,98.0,21:30,5:30,public transport,green
1764,0,Yes,None,Auditory,K81JV2,Female,Yes,84.0,17.0,4.0,16.0,8.0,94.0,23:00,7:00,walk,blue
1765,0,Yes,Arts,Visual,QCCGY2,Female,No,49.0,12.0,8.0,15.0,13.0,99.0,22:00,6:00,private transport,white
1766,1,No,Sports,Auditory,S1ZODG,Female,Yes,59.0,15.0,9.0,16.0,16.0,93.0,22:30,6:30,private transport,red
1767,0,No,Arts,Auditory,LFKNEB,Female,Yes,63.0,27.0,0.0,16.0,19.0,99.0,22:30,6:30,private transport,black
1768,1,No,None,Visual,LQNA00,Female,No,78.0,0.0,25.0,16.0,7.0,99.0,21:00,5:00,public transport,red
1769,0,No,Arts,Auditory,C1219R,Female,Yes,77.0,19.0,3.0,16.0,8.0,92.0,21:00,5:00,public transport,blue
1770,2,No,Sports,Auditory,D4KBX7,Male,Yes,56.0,11.0,7.0,16.0,15.0,94.0,22:30,6:30,private transport,green
1771,2,No,Sports,Auditory,ZO5VSS,Male,No,42.0,11.0,11.0,16.0,11.0,,21:30,5:30,public transport,black
1772,1,No,Clubs,Visual,UGI3JN,Male,Yes,,16.0,9.0,15.0,8.0,96.0,22:30,6:30,private transport,green
1773,2,No,None,Auditory,SOPR67,Male,Yes,71.0,10.0,9.0,16.0,14.0,93.0,22:30,6:30,private transport,red
1774,1,No,Clubs,Auditory,DX4OC1,Male,Yes,58.0,22.0,5.0,15.0,19.0,93.0,21:30,5:30,public transport,black
1775,1,No,Sports,Visual,CTLIV9,Male,No,79.0,15.0,10.0,15.0,9.0,100.0,22:00,6:00,private transport,white
1776,1,No,Sports,Auditory,NUYK70,Female,Yes,48.0,20.0,10.0,16.0,7.0,89.0,22:00,5:00,public transport,black
1777,1,Yes,Sports,Auditory,BS8CPN,Female,Yes,71.0,12.0,8.0,6.0,13.0,92.0,22:00,6:00,private transport,blue
1778,0,No,Clubs,Auditory,GLHWNL,Female,N,81.0,20.0,2.0,16.0,6.0,90.0,21:30,5:30,public transport,yellow
1779,1,No,Sports,Auditory,B1X476,Female,Yes,63.0,18.0,9.0,16.0,17.0,99.0,22:30,6:30,private transport,blue
1780,1,No,ARTS,Auditory,E5QFTQ,Male,Yes,63.0,24.0,4.0,15.0,19.0,97.0,23:00,7:00,walk,yellow
1781,1,No,Sports,Visual,SAA465,Male,Yes,53.0,10.0,20.0,16.0,11.0,90.0,21:00,5:00,public transport,green
1782,0,Yes,Clubs,Visual,C3VS2F,Male,No,75.0,18.0,2.0,15.0,4.0,91.0,23:30,6:30,private transport,blue
1783,2,No,Sports,Visual,Z11KE9,Female,No,71.0,6.0,17.0,15.0,12.0,92.0,23:00,7:00,walk,white
1784,2,No,Sports,Auditory,5QL5XU,Male,Yes,,16.0,3.0,16.0,9.0,90.0,23:00,7:00,walk,red
1785,0,No,None,Auditory,6YKMKT,Female,Yes,72.0,21.0,1.0,15.0,18.0,99.0,23:00,7:00,walk,white
1786,1,Yes,Clubs,Visual,ZO24VD,Male,Yes,67.0,10.0,17.0,16.0,14.0,94.0,21:30,5:30,public transport,black
1787,0,Yes,Arts,Visual,YNI8AZ,Male,Yes,79.0,16.0,1.0,16.0,8.0,99.0,21:30,5:30,public transport,green
1788,0,No,None,Visual,SSCFP1,Male,Yes,90.0,22.0,1.0,15.0,8.0,91.0,22:30,6:30,private transport,blue
1789,1,No,None,Auditory,4YIZ6Y,Female,Yes,69.0,3.0,25.0,16.0,7.0,93.0,22:30,6:30,private transport,blue
1790,1,No,None,Auditory,XM1UU1,Male,Y,63.0,16.0,12.0,15.0,16.0,94.0,21:00,5:00,public transport,red
1791,2,Yes,None,Visual,I2V1I2,Male,Yes,88.0,17.0,1.0,15.0,8.0,97.0,22:00,6:00,private transport,white
1792,2,No,None,Auditory,3KJHUV,Male,No,63.0,12.0,11.0,15.0,15.0,90.0,22:30,6:30,private transport,yellow
1793,1,Yes,Arts,Visual,YFNX7W,Male,Yes,67.0,11.0,10.0,15.0,12.0,92.0,21:30,5:30,public transport,yellow
1794,1,Yes,Sports,Auditory,BX0CHM,Male,No,78.0,20.0,0.0,16.0,7.0,94.0,22:00,6:00,private transport,green
1795,1,No,Sports,Visual,KTWTWB,Female,Yes,70.0,7.0,17.0,16.0,11.0,100.0,22:00,6:00,private transport,red
1796,1,No,Arts,Visual,8WWBBT,Male,No,68.0,20.0,4.0,15.0,13.0,97.0,22:00,6:00,private transport,green
1797,2,No,Arts,Visual,6DKDR2,Male,No,75.0,16.0,7.0,15.0,7.0,97.0,23:00,7:00,walk,blue
1798,1,No,None,Auditory,T9PF1C,Male,Yes,,26.0,2.0,15.0,14.0,95.0,22:00,6:00,private transport,red
1799,1,No,Clubs,Auditory,844MDS,Male,Yes,42.0,24.0,0.0,15.0,0.0,100.0,23:00,7:00,walk,red
1800,1,No,Sports,Auditory,J3O472,Male,No,53.0,14.0,16.0,16.0,15.0,91.0,23:00,7:00,walk,red
1801,0,Yes,None,Visual,P466FV,Male,Yes,86.0,11.0,6.0,15.0,7.0,,23:00,7:00,walk,green
1802,1,No,Arts,Visual,DRE9GD,Male,No,69.0,10.0,14.0,5.0,17.0,92.0,22:00,6:00,private transport,red
1803,1,Yes,None,Visual,HS3MQ3,Male,Y,95.0,16.0,1.0,16.0,10.0,93.0,22:30,6:30,private transport,red
1804,1,No,ARTS,Auditory,FCVHNK,Female,Yes,69.0,18.0,10.0,16.0,6.0,96.0,22:30,6:30,private transport,white
1805,0,Yes,Clubs,Visual,6REFJZ,Female,Yes,77.0,9.0,6.0,15.0,5.0,91.0,21:30,5:30,public transport,green
1806,0,No,None,Auditory,A8P6PY,Female,Yes,89.0,18.0,4.0,15.0,8.0,96.0,22:30,6:30,private transport,yellow
1807,2,No,Arts,Visual,Y13U9F,Female,Yes,61.0,21.0,1.0,16.0,8.0,99.0,21:00,5:00,public transport,white
1808,0,No,Arts,Visual,LYJTQZ,Female,Yes,70.0,11.0,16.0,15.0,7.0,97.0,21:30,5:30,public transport,white
1809,1,Yes,Clubs,Auditory,RVI8D8,Female,No,82.0,13.0,8.0,15.0,8.0,98.0,23:00,7:00,walk,white
1810,1,No,Clubs,Auditory,8CG2LV,Female,Yes,55.0,20.0,4.0,16.0,5.0,96.0,22:00,6:00,private transport,blue
1811,1,No,Sports,Auditory,9RF7SO,Female,Yes,51.0,5.0,17.0,15.0,11.0,97.0,22:30,6:30,private transport,black
1812,1,No,None,Auditory,ZA7KVF,Male,Yes,55.0,19.0,5.0,6.0,14.0,94.0,21:30,5:30,public transport,white
1813,2,Yes,Arts,Auditory,3QSBNP,Female,No,37.0,14.0,8.0,16.0,2.0,62.0,0:00,6:00,private transport,green
1814,0,No,None,Visual,W9N0GS,Male,Yes,94.0,16.0,7.0,15.0,8.0,97.0,21:00,5:00,public transport,black
1815,1,No,Arts,Auditory,CDY20D,Male,No,49.0,19.0,5.0,15.0,5.0,68.0,1:00,7:00,walk,blue
1816,1,No,Clubs,Auditory,Q62Z6T,Female,Yes,52.0,5.0,25.0,16.0,10.0,95.0,21:00,5:00,public transport,green
1817,2,No,Arts,Auditory,QXX8XL,Female,Yes,72.0,21.0,0.0,16.0,10.0,95.0,21:00,5:00,public transport,red
1818,1,Yes,None,Visual,GSVZW9,Male,Yes,80.0,16.0,1.0,15.0,10.0,,22:30,6:30,private transport,green
1819,0,Yes,Sports,Visual,1JHORH,Male,Yes,80.0,17.0,1.0,16.0,6.0,95.0,22:30,6:30,private transport,black
1820,2,No,None,Auditory,M63W2A,Female,Yes,74.0,6.0,15.0,15.0,14.0,91.0,22:00,6:00,private transport,blue
1821,0,No,Arts,Auditory,OHUWPD,Male,Y,87.0,16.0,6.0,16.0,9.0,99.0,22:30,6:30,private transport,blue
1822,2,No,Clubs,Visual,9J4K6N,Female,No,65.0,12.0,10.0,16.0,9.0,90.0,21:30,5:30,public transport,red
1823,2,No,None,Visual,Q6TL9A,Male,Yes,60.0,16.0,6.0,15.0,10.0,94.0,22:00,6:00,private transport,black
1824,1,Yes,Sports,Auditory,HMIXSU,Male,Yes,46.0,27.0,2.0,16.0,7.0,93.0,23:00,7:00,walk,blue
